4.151903837919235229e-02,9.896841645240783691e-02,-2.026395648717880249e-01,-1.018858179450035095e-01,9.751810133457183838e-02,-5.251753330230712891e-02,9.128031134605407715e-02,-5.524939671158790588e-02,9.346277266740798950e-02
1.533128917217254639e-01,1.411912590265274048e-01,2.148623019456863403e-01,-1.418435424566268921e-01,9.393481910228729248e-02,2.429649233818054199e-02,-2.764805853366851807e-01,-3.963323533535003662e-01,-1.316276490688323975e-01
5.316019058227539062e-02,7.634535431861877441e-02,6.067397072911262512e-02,-1.618518121540546417e-02,7.762890774756669998e-03,-2.178405411541461945e-03,-8.443777449429035187e-03,7.348808646202087402e-02,5.896268039941787720e-02
7.333723455667495728e-02,-1.194093097001314163e-02,-1.699885129928588867e-01,2.758609317243099213e-02,2.000456303358078003e-01,9.087419509887695312e-02,-1.442345529794692993e-01,-6.131071597337722778e-03,-1.390560809522867203e-02
3.557285293936729431e-02,-9.112385660409927368e-02,7.403668761253356934e-02,3.691371902823448181e-02,4.087047278881072998e-02,5.392967909574508667e-02,-7.334493845701217651e-02,8.716115355491638184e-02,6.142114289104938507e-03
6.567526608705520630e-02,8.860686421394348145e-02,1.039358526468276978e-01,6.762193888425827026e-02,6.662762910127639771e-02,1.490281820297241211e-01,-2.169681787490844727e-01,-2.919448614120483398e-01,-1.078537926077842712e-01
-2.694127261638641357e-01,2.404104173183441162e-02,-1.235704869031906128e-02,1.593096703290939331e-01,2.051318138837814331e-01,-3.361640125513076782e-02,-6.093506887555122375e-02,-1.821066718548536301e-03,-1.413387358188629150e-01
-9.403815120458602905e-02,2.778931707143783569e-02,1.078707259148359299e-02,-2.260884493589401245e-01,1.643034368753433228e-01,1.136737689375877380e-02,1.241959556937217712e-01,9.674420952796936035e-02,-1.240216344594955444e-01
-1.533863134682178497e-02,9.813334047794342041e-02,2.809416130185127258e-02,-8.075918257236480713e-02,7.346230000257492065e-02,7.726069539785385132e-02,-1.125912647694349289e-02,2.453554607927799225e-02,4.884503036737442017e-02
7.343687117099761963e-02,2.282989621162414551e-01,-2.216436266899108887e-01,2.307874560356140137e-01,-8.538038283586502075e-02,-2.950398325920104980e-01,4.634537175297737122e-02,-8.906033635139465332e-02,1.256366372108459473e-01
9.037126600742340088e-02,2.440850436687469482e-01,9.356995671987533569e-02,-4.690936207771301270e-01,-1.968359947204589844e-01,1.071328148245811462e-01,6.371589750051498413e-02,-1.820605993270874023e-01,-2.060079723596572876e-01
2.553052008152008057e-01,1.097529307007789612e-01,3.065107762813568115e-01,6.048775091767311096e-02,-7.946897298097610474e-02,7.755782455205917358e-03,-4.467254877090454102e-02,-3.410679996013641357e-01,-3.344481289386749268e-01
3.828704589977860451e-03,1.530334949493408203e-01,-1.551501601934432983e-01,-1.709387153387069702e-01,1.094575449824333191e-01,8.030325174331665039e-02,8.362998068332672119e-02,2.241689339280128479e-02,-1.790702342987060547e-02
1.966866850852966309e-01,-4.504595994949340820e-01,-3.302448689937591553e-01,-3.206324875354766846e-01,-3.977894186973571777e-01,2.121754139661788940e-01,-6.406139135360717773e-01,1.155647933483123779e-01,3.265459537506103516e-01
-1.408717036247253418e-02,-9.456056356430053711e-02,2.032382786273956299e-01,-2.979700565338134766e-01,2.421211823821067810e-02,2.000844180583953857e-01,-4.444025456905364990e-02,1.112131029367446899e-01,-1.544279232621192932e-02
9.377983212471008301e-02,6.157681811600923538e-03,-3.258977234363555908e-01,-2.950721234083175659e-02,2.185658812522888184e-01,1.486394703388214111e-01,3.265096247196197510e-02,5.246983375400304794e-03,5.674754083156585693e-02
-2.942002117633819580e-01,6.804203987121582031e-02,1.295006424188613892e-01,1.420002281665802002e-01,3.429862856864929199e-01,1.533631142228841782e-02,1.241511330008506775e-01,-1.501736491918563843e-01,-3.061942756175994873e-01
1.096762120723724365e-01,1.478285342454910278e-02,8.902196586132049561e-02,8.095989376306533813e-02,1.065325643867254257e-02,6.336368620395660400e-02,7.324299216270446777e-02,2.529947832226753235e-02,-8.324408531188964844e-02
-3.580132732167840004e-03,1.449580341577529907e-01,-6.632355600595474243e-02,-2.188296020030975342e-01,1.591344475746154785e-01,-1.815857738256454468e-02,-8.607957512140274048e-02,9.374231100082397461e-02,-1.776033453643321991e-02
1.285793632268905640e-01,-1.951354444026947021e-01,2.871767990291118622e-02,8.647699654102325439e-02,-1.633618474006652832e-01,6.611827015876770020e-02,3.276110440492630005e-02,7.038072496652603149e-02,-9.722833335399627686e-02
-8.064169436693191528e-03,-1.456442475318908691e-01,5.250826105475425720e-02,6.669002771377563477e-02,4.776148870587348938e-02,2.026966214179992676e-02,-9.328536689281463623e-02,1.431606709957122803e-02,-1.048731245100498199e-02
1.840885728597640991e-01,-5.940788239240646362e-02,5.928556993603706360e-02,-1.056778505444526672e-01,-3.210166692733764648e-01,2.039629817008972168e-01,-1.371243596076965332e-01,-4.710751399397850037e-02,2.407271414995193481e-01
1.592204719781875610e-01,4.937630519270896912e-02,-3.549802005290985107e-01,2.223736196756362915e-01,4.130219668149948120e-02,-2.695558369159698486e-01,9.011721611022949219e-02,9.903379715979099274e-03,3.333914279937744141e-02
-1.008386164903640747e-02,2.512133866548538208e-02,-1.238298341631889343e-01,1.282054483890533447e-01,1.930778324604034424e-01,2.236499041318893433e-01,-3.203285336494445801e-01,-1.859056204557418823e-01,6.888058781623840332e-02
2.181770503520965576e-01,2.578252255916595459e-01,1.165329664945602417e-01,-7.442150963470339775e-04,5.423453170806169510e-03,-2.460180968046188354e-02,-3.233574032783508301e-01,-2.801522910594940186e-01,1.538612134754657745e-02
1.556648313999176025e-01,1.221988946199417114e-01,-9.710198640823364258e-02,1.825371086597442627e-01,-7.511283457279205322e-02,-2.380531579256057739e-01,1.036983951926231384e-01,-1.158850034698843956e-03,-2.110316753387451172e-01
-3.361261188983917236e-01,4.550820216536521912e-02,8.359044045209884644e-02,1.134750097990036011e-01,2.886721491813659668e-01,-6.694311159662902355e-04,1.184033751487731934e-01,-1.742500960826873779e-01,-2.334368973970413208e-01
1.473961323499679565e-01,-3.108766674995422363e-01,-2.631483078002929688e-01,3.215473294258117676e-01,-1.160634011030197144e-01,-1.467493772506713867e-01,2.705462574958801270e-01,7.444390654563903809e-02,9.630873799324035645e-02
5.847590416669845581e-02,-1.819310709834098816e-02,1.247572675347328186e-01,-2.370300516486167908e-02,1.993289589881896973e-01,-1.250043511390686035e-01,-6.444453448057174683e-02,1.993909105658531189e-02,-3.048502802848815918e-01
-6.880973279476165771e-02,-3.203352093696594238e-01,-3.296387791633605957e-01,1.703332513570785522e-01,1.007218137383460999e-01,1.574581712484359741e-01,9.734850376844406128e-02,1.819387376308441162e-01,-1.888232864439487457e-02
